phrog_phrog	annot
phrog_74314	NA
phrog_74315	NA
phrog_74316	NA
phrog_74317	NA
phrog_74318	NA
phrog_74319	NA
phrog_74320	NA
phrog_74321	NA
phrog_74322	NA
phrog_74323	NA
phrog_74324	NA
phrog_74325	NA
phrog_74326	NA
phrog_74327	NA
phrog_74328	NA
phrog_74329	NA
phrog_74330	NA
phrog_74331	NA
phrog_74332	NA
phrog_74333	NA
phrog_74334	NA
phrog_74335	NA
phrog_74336	NA
phrog_74337	NA
phrog_74338	NA
phrog_74339	NA
phrog_74340	NA
phrog_74341	NA
phrog_74342	NA
phrog_74343	NA
phrog_74344	NA
phrog_74345	NA
phrog_74346	NA
phrog_74347	NA
phrog_74348	NA
phrog_74349	NA
phrog_74350	NA
phrog_74351	NA
phrog_74352	NA
phrog_74353	NA
phrog_74354	NA
phrog_74355	NA
phrog_74356	NA
phrog_74357	NA
phrog_74358	NA
phrog_74359	NA
phrog_74360	NA
phrog_74361	NA
phrog_74362	NA
phrog_74363	NA
phrog_74364	NA
phrog_74365	NA
phrog_74366	NA
phrog_74367	NA
phrog_74368	NA
phrog_74369	NA
phrog_74370	NA
phrog_74371	NA
phrog_74372	NA
phrog_74373	NA
phrog_74374	NA
phrog_74375	NA
phrog_74376	NA
phrog_74377	NA
phrog_74378	NA
phrog_74379	NA
phrog_74380	NA
phrog_74381	NA
phrog_74382	NA
phrog_74383	NA
phrog_74384	NA
phrog_74385	NA
phrog_74386	NA
phrog_74387	NA
phrog_74388	NA
phrog_74389	NA
phrog_74390	NA
phrog_74391	NA
phrog_74392	NA
phrog_74393	NA
phrog_74394	NA
phrog_74395	NA
phrog_74396	NA
phrog_74397	NA
phrog_74398	NA
phrog_74399	NA
phrog_74400	NA
phrog_74401	NA
phrog_74402	NA
phrog_74403	NA
phrog_74404	NA
phrog_74405	NA
phrog_74406	NA
phrog_74407	NA
phrog_74408	NA
phrog_74409	NA
phrog_74410	NA
phrog_74411	NA
phrog_74412	NA
phrog_74413	NA
phrog_74414	NA
phrog_74415	NA
phrog_74416	NA
phrog_74417	NA
phrog_74418	NA
phrog_74419	NA
phrog_74420	NA
phrog_74421	NA
phrog_74422	NA
phrog_74423	NA
phrog_74424	NA
phrog_74425	NA
phrog_74426	NA
phrog_74427	NA
phrog_74428	NA
phrog_74429	NA
phrog_74430	NA
phrog_74431	NA
phrog_74432	NA
phrog_74433	NA
phrog_74434	NA
phrog_74435	NA
phrog_74436	NA
phrog_74437	NA
phrog_74438	NA
phrog_74439	NA
phrog_74440	NA
phrog_74441	NA
phrog_74442	NA
phrog_74443	NA
phrog_74444	NA
phrog_74445	NA
phrog_74446	NA
phrog_74447	NA
phrog_74448	NA
phrog_74449	NA
phrog_74450	NA
phrog_74451	NA
phrog_74452	NA
phrog_74453	NA
phrog_74454	NA
phrog_74455	NA
phrog_74456	NA
phrog_74457	NA
phrog_74458	NA
phrog_74459	NA
phrog_74460	NA
phrog_74461	NA
phrog_74462	NA
phrog_74463	NA
phrog_74464	NA
phrog_74465	NA
phrog_74466	NA
phrog_74467	NA
phrog_74468	NA
phrog_74469	NA
phrog_74470	NA
phrog_74471	NA
phrog_74472	NA
phrog_74473	NA
phrog_74474	NA
phrog_74475	NA
phrog_74476	NA
phrog_74477	NA
phrog_74478	NA
phrog_74479	NA
phrog_74480	NA
phrog_74481	NA
phrog_74482	NA
phrog_74483	NA
phrog_74484	NA
phrog_74485	NA
phrog_74486	NA
phrog_74487	NA
phrog_74488	NA
phrog_74489	NA
phrog_74490	NA
phrog_74491	NA
phrog_74492	NA
phrog_74493	NA
phrog_74494	NA
phrog_74495	NA
phrog_74496	NA
phrog_74497	NA
phrog_74498	NA
phrog_74499	NA
phrog_74500	NA
phrog_74501	NA
phrog_74502	NA
phrog_74503	NA
phrog_74504	NA
phrog_74505	NA
phrog_74506	NA
phrog_74507	NA
phrog_74508	NA
phrog_74509	NA
phrog_74510	NA
phrog_74511	NA
phrog_74512	NA
phrog_74513	NA
phrog_74514	NA
phrog_74515	NA
phrog_74516	NA
phrog_74517	NA
phrog_74518	NA
phrog_74519	NA
phrog_74520	NA
phrog_74521	NA
phrog_74522	NA
phrog_74523	NA
phrog_74524	NA
phrog_74525	NA
phrog_74526	NA
phrog_74527	NA
phrog_74528	NA
phrog_74529	NA
phrog_74530	NA
phrog_74531	NA
phrog_74532	NA
phrog_74533	NA
phrog_74534	NA
phrog_74535	NA
phrog_74536	NA
phrog_74537	NA
phrog_74538	NA
phrog_74539	NA
phrog_74540	NA
phrog_74541	NA
phrog_74542	NA
phrog_74543	NA
phrog_74544	NA
phrog_74545	NA
phrog_74546	NA
phrog_74547	NA
phrog_74548	NA
phrog_74549	NA
phrog_74550	NA
phrog_74551	NA
phrog_74552	NA
phrog_74553	NA
phrog_74554	NA
phrog_74555	NA
phrog_74556	NA
phrog_74557	NA
phrog_74558	NA
phrog_74559	NA
phrog_74560	NA
phrog_74561	NA
phrog_74562	NA
phrog_74563	NA
phrog_74564	NA
phrog_74565	NA
phrog_74566	NA
phrog_74567	NA
phrog_74568	NA
phrog_74569	NA
phrog_74570	NA
phrog_74571	NA
phrog_74572	NA
phrog_74573	NA
phrog_74574	NA
phrog_74575	NA
phrog_74576	NA
phrog_74577	NA
phrog_74578	NA
phrog_74579	NA
phrog_74580	NA
phrog_74581	NA
phrog_74582	NA
phrog_74583	NA
phrog_74584	NA
phrog_74585	NA
phrog_74586	NA
phrog_74587	NA
phrog_74588	NA
phrog_74589	NA
phrog_74590	NA
phrog_74591	NA
phrog_74592	NA
phrog_74593	NA
phrog_74594	NA
phrog_74595	NA
phrog_74596	NA
phrog_74597	NA
phrog_74598	NA
phrog_74599	NA
phrog_74600	NA
phrog_74601	NA
phrog_74602	NA
phrog_74603	NA
phrog_74604	NA
phrog_74605	NA
phrog_74606	NA
phrog_74607	NA
phrog_74608	NA
phrog_74609	NA
phrog_74610	NA
phrog_74611	NA
phrog_74612	NA
phrog_74613	NA
phrog_74614	NA
phrog_74615	NA
phrog_74616	NA
phrog_74617	NA
phrog_74618	NA
phrog_74619	NA
phrog_74620	NA
phrog_74621	NA
phrog_74622	NA
phrog_74623	NA
phrog_74624	NA
phrog_74625	NA
phrog_74626	NA
phrog_74627	NA
phrog_74628	NA
phrog_74629	NA
phrog_74630	NA
phrog_74631	NA
phrog_74632	NA
phrog_74633	NA
phrog_74634	NA
phrog_74635	NA
phrog_74636	NA
phrog_74637	NA
phrog_74638	NA
phrog_74639	NA
phrog_74640	NA
phrog_74641	NA
phrog_74642	NA
phrog_74643	NA
phrog_74644	NA
phrog_74645	NA
phrog_74646	NA
phrog_74647	NA
phrog_74648	NA
phrog_74649	NA
phrog_74650	NA
phrog_74651	NA
phrog_74652	NA
phrog_74653	NA
phrog_74654	NA
phrog_74655	NA
phrog_74656	NA
phrog_74657	NA
phrog_74658	NA
phrog_74659	NA
phrog_74660	NA
phrog_74661	NA
phrog_74662	NA
phrog_74663	NA
phrog_74664	NA
phrog_74665	NA
phrog_74666	NA
phrog_74667	NA
phrog_74668	NA
phrog_74669	NA
phrog_74670	NA
phrog_74671	NA
phrog_74672	NA
phrog_74673	NA
phrog_74674	NA
phrog_74675	NA
phrog_74676	NA
phrog_74677	NA
phrog_74678	NA
phrog_74679	NA
phrog_74680	NA
phrog_74681	NA
phrog_74682	NA
phrog_74683	NA
phrog_74684	NA
phrog_74685	NA
phrog_74686	NA
phrog_74687	NA
phrog_74688	NA
phrog_74689	NA
phrog_74690	NA
phrog_74691	NA
phrog_74692	NA
phrog_74693	NA
phrog_74694	NA
phrog_74695	NA
phrog_74696	NA
phrog_74697	NA
phrog_74698	NA
phrog_74699	NA
phrog_74700	NA
phrog_74701	NA
phrog_74702	NA
phrog_74703	NA
phrog_74704	NA
phrog_74705	NA
phrog_74706	NA
phrog_74707	NA
phrog_74708	NA
phrog_74709	NA
phrog_74710	NA
phrog_74711	NA
phrog_74712	NA
phrog_74713	NA
phrog_74714	NA
phrog_74715	NA
phrog_74716	NA
phrog_74717	NA
phrog_74718	NA
phrog_74719	NA
phrog_74720	NA
phrog_74721	NA
phrog_74722	NA
phrog_74723	NA
phrog_74724	NA
phrog_74725	NA
phrog_74726	NA
phrog_74727	NA
phrog_74728	NA
phrog_74729	NA
phrog_74730	NA
phrog_74731	NA
phrog_74732	NA
phrog_74733	NA
phrog_74734	NA
phrog_74735	NA
phrog_74736	NA
phrog_74737	NA
phrog_74738	NA
phrog_74739	NA
phrog_74740	NA
phrog_74741	NA
phrog_74742	NA
phrog_74743	NA
phrog_74744	NA
phrog_74745	NA
phrog_74746	NA
phrog_74747	NA
phrog_74748	NA
phrog_74749	NA
phrog_74750	NA
phrog_74751	NA
phrog_74752	NA
phrog_74753	NA
phrog_74754	NA
phrog_74755	NA
phrog_74756	NA
phrog_74757	NA
phrog_74758	NA
phrog_74759	NA
phrog_74760	NA
phrog_74761	NA
phrog_74762	NA
phrog_74763	NA
phrog_74764	NA
phrog_74765	NA
phrog_74766	NA
phrog_74767	NA
phrog_74768	NA
phrog_74769	NA
phrog_74770	NA
phrog_74771	NA
phrog_74772	NA
phrog_74773	NA
phrog_74774	NA
phrog_74775	NA
phrog_74776	NA
phrog_74777	NA
phrog_74778	NA
phrog_74779	NA
phrog_74780	NA
phrog_74781	NA
phrog_74782	NA
phrog_74783	NA
phrog_74784	NA
phrog_74785	NA
phrog_74786	NA
phrog_74787	NA
phrog_74788	NA
phrog_74789	NA
phrog_74790	NA
phrog_74791	NA
phrog_74792	NA
phrog_74793	NA
phrog_74794	NA
phrog_74795	NA
phrog_74796	NA
phrog_74797	NA
phrog_74798	NA
phrog_74799	NA
phrog_74800	NA
phrog_74801	NA
phrog_74802	NA
phrog_74803	NA
phrog_74804	NA
phrog_74805	NA
phrog_74806	NA
phrog_74807	NA
phrog_74808	NA
phrog_74809	NA
phrog_74810	NA
phrog_74811	NA
phrog_74812	NA
phrog_74813	NA
phrog_74814	NA
phrog_74815	NA
phrog_74816	NA
phrog_74817	NA
phrog_74818	NA
phrog_74819	NA
phrog_74820	NA
phrog_74821	NA
phrog_74822	NA
phrog_74823	NA
phrog_74824	NA
phrog_74825	NA
phrog_74826	NA
phrog_74827	NA
phrog_74828	NA
phrog_74829	NA
phrog_74830	NA
phrog_74831	NA
phrog_74832	NA
phrog_74833	NA
phrog_74834	NA
phrog_74835	NA
phrog_74836	NA
phrog_74837	NA
phrog_74838	NA
phrog_74839	NA
phrog_74840	NA
phrog_74841	NA
phrog_74842	NA
phrog_74843	NA
phrog_74844	NA
phrog_74845	NA
phrog_74846	NA
phrog_74847	NA
phrog_74848	NA
phrog_74849	NA
phrog_74850	NA
phrog_74851	NA
phrog_74852	NA
phrog_74853	NA
phrog_74854	NA
phrog_74855	NA
phrog_74856	NA
phrog_74857	NA
phrog_74858	NA
phrog_74859	NA
phrog_74860	NA
phrog_74861	NA
phrog_74862	NA
phrog_74863	NA
phrog_74864	NA
phrog_74865	NA
phrog_74866	NA
phrog_74867	NA
phrog_74868	NA
phrog_74869	NA
phrog_74870	NA
phrog_74871	NA
phrog_74872	NA
phrog_74873	NA
phrog_74874	NA
phrog_74875	NA
phrog_74876	NA
phrog_74877	NA
phrog_74878	NA
phrog_74879	NA
phrog_74880	NA
phrog_74881	NA
phrog_74882	NA
phrog_74883	NA
phrog_74884	NA
phrog_74885	NA
phrog_74886	NA
phrog_74887	NA
phrog_74888	NA
phrog_74889	NA
phrog_74890	NA
phrog_74891	NA
phrog_74892	NA
phrog_74893	NA
phrog_74894	NA
phrog_74895	NA
phrog_74896	NA
phrog_74897	NA
phrog_74898	NA
phrog_74899	NA
phrog_74900	NA
phrog_74901	NA
phrog_74902	NA
phrog_74903	NA
phrog_74904	NA
phrog_74905	NA
phrog_74906	NA
phrog_74907	NA
phrog_74908	NA
phrog_74909	NA
phrog_74910	NA
phrog_74911	NA
phrog_74912	NA
phrog_74913	NA
phrog_74914	NA
phrog_74915	NA
phrog_74916	NA
phrog_74917	NA
phrog_74918	NA
phrog_74919	NA
phrog_74920	NA
phrog_74921	NA
phrog_74922	NA
phrog_74923	NA
phrog_74924	NA
phrog_74925	NA
phrog_74926	NA
phrog_74927	NA
phrog_74928	NA
phrog_74929	NA
phrog_74930	NA
phrog_74931	NA
phrog_74932	NA
phrog_74933	NA
phrog_74934	NA
phrog_74935	NA
phrog_74936	NA
phrog_74937	NA
phrog_74938	NA
phrog_74939	NA
phrog_74940	NA
phrog_74941	NA
phrog_74942	NA
phrog_74943	NA
phrog_74944	NA
phrog_74945	NA
phrog_74946	NA
phrog_74947	NA
phrog_74948	NA
phrog_74949	NA
phrog_74950	NA
phrog_74951	NA
phrog_74952	NA
phrog_74953	NA
phrog_74954	NA
phrog_74955	NA
phrog_74956	NA
phrog_74957	NA
phrog_74958	NA
phrog_74959	NA
phrog_74960	NA
phrog_74961	NA
phrog_74962	NA
phrog_74963	NA
phrog_74964	NA
phrog_74965	NA
phrog_74966	NA
phrog_74967	NA
phrog_74968	NA
phrog_74969	NA
phrog_74970	NA
phrog_74971	NA
phrog_74972	NA
phrog_74973	NA
phrog_74974	NA
phrog_74975	NA
phrog_74976	NA
phrog_74977	NA
phrog_74978	NA
phrog_74979	NA
phrog_74980	NA
phrog_74981	NA
phrog_74982	NA
phrog_74983	NA
phrog_74984	NA
phrog_74985	NA
phrog_74986	NA
phrog_74987	NA
phrog_74988	NA
phrog_74989	NA
phrog_74990	NA
phrog_74991	NA
phrog_74992	NA
phrog_74993	NA
phrog_74994	NA
phrog_74995	NA
phrog_74996	NA
phrog_74997	NA
phrog_74998	NA
phrog_74999	NA
phrog_75000	NA
phrog_75001	NA
phrog_75002	NA
phrog_75003	NA
phrog_75004	NA
phrog_75005	NA
phrog_75006	NA
phrog_75007	NA
phrog_75008	NA
phrog_75009	NA
phrog_75010	NA
phrog_75011	NA
phrog_75012	NA
phrog_75013	NA
phrog_75014	NA
phrog_75015	NA
phrog_75016	NA
phrog_75017	NA
phrog_75018	NA
phrog_75019	NA
phrog_75020	NA
phrog_75021	NA
phrog_75022	NA
phrog_75023	NA
phrog_75024	NA
phrog_75025	NA
phrog_75026	NA
phrog_75027	NA
phrog_75028	NA
phrog_75029	NA
phrog_75030	NA
phrog_75031	NA
phrog_75032	NA
phrog_75033	NA
phrog_75034	NA
phrog_75035	NA
phrog_75036	NA
phrog_75037	NA
phrog_75038	NA
phrog_75039	NA
phrog_75040	NA
phrog_75041	NA
phrog_75042	NA
phrog_75043	NA
phrog_75044	NA
phrog_75045	NA
phrog_75046	NA
phrog_75047	NA
phrog_75048	NA
phrog_75049	NA
phrog_75050	NA
phrog_75051	NA
phrog_75052	NA
phrog_75053	NA
phrog_75054	NA
phrog_75055	NA
phrog_75056	NA
phrog_75057	NA
phrog_75058	NA
phrog_75059	NA
phrog_75060	NA
phrog_75061	NA
phrog_75062	NA
phrog_75063	NA
phrog_75064	NA
phrog_75065	NA
phrog_75066	NA
phrog_75067	NA
phrog_75068	NA
phrog_75069	NA
phrog_75070	NA
phrog_75071	NA
phrog_75072	NA
phrog_75073	NA
phrog_75074	NA
phrog_75075	NA
phrog_75076	NA
phrog_75077	NA
phrog_75078	NA
phrog_75079	NA
phrog_75080	NA
phrog_75081	NA
phrog_75082	NA
phrog_75083	NA
phrog_75084	NA
phrog_75085	NA
phrog_75086	NA
phrog_75087	NA
phrog_75088	NA
phrog_75089	NA
phrog_75090	NA
phrog_75091	NA
phrog_75092	NA
phrog_75093	NA
phrog_75094	NA
phrog_75095	NA
phrog_75096	NA
phrog_75097	NA
phrog_75098	NA
phrog_75099	NA
phrog_75100	NA
phrog_75101	NA
phrog_75102	NA
phrog_75103	NA
phrog_75104	NA
phrog_75105	NA
phrog_75106	NA
phrog_75107	NA
phrog_75108	NA
phrog_75109	NA
phrog_75110	NA
phrog_75111	NA
phrog_75112	NA
phrog_75113	NA
phrog_75114	NA
phrog_75115	NA
phrog_75116	NA
phrog_75117	NA
phrog_75118	NA
phrog_75119	NA
phrog_75120	NA
phrog_75121	NA
phrog_75122	NA
phrog_75123	NA
phrog_75124	NA
phrog_75125	NA
phrog_75126	NA
phrog_75127	NA
phrog_75128	NA
phrog_75129	NA
phrog_75130	NA
phrog_75131	NA
phrog_75132	NA
phrog_75133	NA
phrog_75134	NA
phrog_75135	NA
phrog_75136	NA
phrog_75137	NA
phrog_75138	NA
phrog_75139	NA
phrog_75140	NA
phrog_75141	NA
phrog_75142	NA
phrog_75143	NA
phrog_75144	NA
phrog_75145	NA
phrog_75146	NA
phrog_75147	NA
phrog_75148	NA
phrog_75149	NA
phrog_75150	NA
phrog_75151	NA
phrog_75152	NA
phrog_75153	NA
phrog_75154	NA
phrog_75155	NA
phrog_75156	NA
phrog_75157	NA
phrog_75158	NA
phrog_75159	NA
phrog_75160	NA
phrog_75161	NA
phrog_75162	NA
phrog_75163	NA
phrog_75164	NA
phrog_75165	NA
phrog_75166	NA
phrog_75167	NA
phrog_75168	NA
phrog_75169	NA
phrog_75170	NA
phrog_75171	NA
phrog_75172	NA
phrog_75173	NA
phrog_75174	NA
phrog_75175	NA
phrog_75176	NA
phrog_75177	NA
phrog_75178	NA
phrog_75179	NA
phrog_75180	NA
phrog_75181	NA
phrog_75182	NA
phrog_75183	NA
phrog_75184	NA
phrog_75185	NA
phrog_75186	NA
phrog_75187	NA
phrog_75188	NA
phrog_75189	NA
phrog_75190	NA
phrog_75191	NA
phrog_75192	NA
phrog_75193	NA
phrog_75194	NA
phrog_75195	NA
phrog_75196	NA
phrog_75197	NA
phrog_75198	NA
phrog_75199	NA
phrog_75200	NA
phrog_75201	NA
phrog_75202	NA
phrog_75203	NA
phrog_75204	NA
phrog_75205	NA
phrog_75206	NA
phrog_75207	NA
phrog_75208	NA
phrog_75209	NA
phrog_75210	NA
phrog_75211	NA
phrog_75212	NA
phrog_75213	NA
phrog_75214	NA
phrog_75215	NA
phrog_75216	NA
phrog_75217	NA
phrog_75218	NA
phrog_75219	NA
phrog_75220	NA
phrog_75221	NA
phrog_75222	NA
phrog_75223	NA
phrog_75224	NA
phrog_75225	NA
phrog_75226	NA
phrog_75227	NA
phrog_75228	NA
phrog_75229	NA
phrog_75230	NA
phrog_75231	NA
phrog_75232	NA
phrog_75233	NA
phrog_75234	NA
phrog_75235	NA
phrog_75236	NA
phrog_75237	NA
phrog_75238	NA
phrog_75239	NA
phrog_75240	NA
phrog_75241	NA
phrog_75242	NA
phrog_75243	NA
phrog_75244	NA
phrog_75245	NA
phrog_75246	NA
phrog_75247	NA
phrog_75248	NA
phrog_75249	NA
phrog_75250	NA
phrog_75251	NA
phrog_75252	NA
phrog_75253	NA
phrog_75254	NA
phrog_75255	NA
phrog_75256	NA
phrog_75257	NA
phrog_75258	NA
phrog_75259	NA
phrog_75260	NA
phrog_75261	NA
phrog_75262	NA
phrog_75263	NA
phrog_75264	NA
phrog_75265	NA
phrog_75266	NA
phrog_75267	NA
phrog_75268	NA
phrog_75269	NA
phrog_75270	NA
phrog_75271	NA
phrog_75272	NA
phrog_75273	NA
phrog_75274	NA
phrog_75275	NA
phrog_75276	NA
phrog_75277	NA
phrog_75278	NA
phrog_75279	NA
phrog_75280	NA
phrog_75281	NA
phrog_75282	NA
phrog_75283	NA
phrog_75284	NA
phrog_75285	NA
phrog_75286	NA
phrog_75287	NA
phrog_75288	NA
phrog_75289	NA
phrog_75290	NA
phrog_75291	NA
phrog_75292	NA
phrog_75293	NA
phrog_75294	NA
phrog_75295	NA
phrog_75296	NA
phrog_75297	NA
phrog_75298	NA
phrog_75299	NA
phrog_75300	NA
phrog_75301	NA
phrog_75302	NA
phrog_75303	NA
phrog_75304	NA
phrog_75305	NA
phrog_75306	NA
phrog_75307	NA
phrog_75308	NA
phrog_75309	NA
phrog_75310	NA
phrog_75311	NA
phrog_75312	NA
phrog_75313	NA
phrog_75314	NA
phrog_75315	NA
phrog_75316	NA
phrog_75317	NA
phrog_75318	NA
phrog_75319	NA
phrog_75320	NA
phrog_75321	NA
phrog_75322	NA
phrog_75323	NA
phrog_75324	NA
phrog_75325	NA
phrog_75326	NA
phrog_75327	NA
phrog_75328	NA
phrog_75329	NA
phrog_75330	NA
phrog_75331	NA
phrog_75332	NA
phrog_75333	NA
phrog_75334	NA
phrog_75335	NA
phrog_75336	NA
phrog_75337	NA
phrog_75338	NA
phrog_75339	NA
phrog_75340	NA
phrog_75341	NA
phrog_75342	NA
phrog_75343	NA
phrog_75344	NA
phrog_75345	NA
phrog_75346	structural protein
phrog_75347	NA
phrog_75348	NA
phrog_75349	NA
phrog_75350	NA
phrog_75351	NA
phrog_75352	NA
phrog_75353	NA
phrog_75354	NA
phrog_75355	NA
phrog_75356	NA
phrog_75357	NA
phrog_75358	NA
phrog_75359	NA
phrog_75360	NA
phrog_75361	NA
phrog_75362	NA
phrog_75363	NA
phrog_75364	NA
phrog_75365	NA
phrog_75366	NA
phrog_75367	NA
phrog_75368	NA
phrog_75369	NA
phrog_75370	NA
phrog_75371	NA
phrog_75372	NA
phrog_75373	NA
phrog_75374	NA
phrog_75375	NA
phrog_75376	NA
phrog_75377	NA
phrog_75378	NA
phrog_75379	NA
phrog_75380	NA
phrog_75381	NA
phrog_75382	NA
phrog_75383	NA
phrog_75384	NA
phrog_75385	NA
phrog_75386	NA
phrog_75387	NA
phrog_75388	NA
phrog_75389	NA
phrog_75390	NA
phrog_75391	NA
phrog_75392	NA
phrog_75393	NA
phrog_75394	NA
phrog_75395	NA
phrog_75396	NA
phrog_75397	NA
phrog_75398	NA
phrog_75399	NA
phrog_75400	NA
phrog_75401	NA
phrog_75402	NA
phrog_75403	NA
phrog_75404	NA
phrog_75405	NA
phrog_75406	NA
phrog_75407	NA
phrog_75408	NA
phrog_75409	NA
phrog_75410	NA
phrog_75411	NA
phrog_75412	NA
phrog_75413	NA
phrog_75414	NA
phrog_75415	NA
phrog_75416	NA
phrog_75417	NA
phrog_75418	NA
phrog_75419	NA
phrog_75420	NA
phrog_75421	NA
phrog_75422	NA
phrog_75423	NA
phrog_75424	NA
phrog_75425	NA
phrog_75426	NA
phrog_75427	NA
phrog_75428	NA
phrog_75429	NA
phrog_75430	NA
phrog_75431	NA
phrog_75432	NA
phrog_75433	NA
phrog_75434	NA
phrog_75435	NA
phrog_75436	NA
phrog_75437	NA
phrog_75438	NA
phrog_75439	NA
phrog_75440	NA
phrog_75441	NA
phrog_75442	NA
phrog_75443	NA
phrog_75444	NA
phrog_75445	NA
phrog_75446	NA
phrog_75447	NA
phrog_75448	NA
phrog_75449	NA
phrog_75450	NA
phrog_75451	NA
phrog_75452	NA
phrog_75453	NA
phrog_75454	NA
phrog_75455	NA
phrog_75456	NA
phrog_75457	NA
phrog_75458	NA
phrog_75459	NA
phrog_75460	NA
phrog_75461	NA
phrog_75462	NA
phrog_75463	NA
phrog_75464	NA
phrog_75465	NA
phrog_75466	NA
phrog_75467	NA
phrog_75468	NA
phrog_75469	NA
phrog_75470	NA
phrog_75471	NA
phrog_75472	NA
phrog_75473	NA
phrog_75474	NA
phrog_75475	NA
phrog_75476	NA
phrog_75477	NA
phrog_75478	NA
phrog_75479	NA
phrog_75480	NA
phrog_75481	NA
phrog_75482	NA
phrog_75483	NA
phrog_75484	NA
phrog_75485	NA
phrog_75486	NA
phrog_75487	NA
phrog_75488	NA
phrog_75489	NA
phrog_75490	NA
phrog_75491	NA
phrog_75492	NA
phrog_75493	NA
phrog_75494	NA
phrog_75495	NA
phrog_75496	NA
phrog_75497	NA
phrog_75498	NA
phrog_75499	NA
phrog_75500	NA
phrog_75501	NA
phrog_75502	NA
phrog_75503	NA
phrog_75504	NA
phrog_75505	NA
phrog_75506	NA
phrog_75507	NA
phrog_75508	NA
phrog_75509	NA
phrog_75510	NA
phrog_75511	NA
phrog_75512	NA
phrog_75513	NA
phrog_75514	NA
phrog_75515	NA
phrog_75516	NA
phrog_75517	NA
phrog_75518	NA
phrog_75519	NA
phrog_75520	NA
phrog_75521	NA
phrog_75522	NA
phrog_75523	NA
phrog_75524	NA
phrog_75525	NA
phrog_75526	NA
phrog_75527	NA
phrog_75528	NA
phrog_75529	NA
phrog_75530	NA
phrog_75531	NA
phrog_75532	NA
phrog_75533	NA
phrog_75534	NA
phrog_75535	NA
phrog_75536	NA
phrog_75537	NA
phrog_75538	NA
phrog_75539	NA
phrog_75540	NA
phrog_75541	NA
phrog_75542	NA
phrog_75543	NA
phrog_75544	NA
phrog_75545	NA
phrog_75546	NA
phrog_75547	NA
phrog_75548	NA
phrog_75549	NA
phrog_75550	NA
phrog_75551	NA
phrog_75552	NA
phrog_75553	NA
phrog_75554	NA
phrog_75555	NA
phrog_75556	NA
phrog_75557	NA
phrog_75558	NA
phrog_75559	NA
phrog_75560	NA
phrog_75561	NA
phrog_75562	NA
phrog_75563	NA
phrog_75564	NA
phrog_75565	NA
phrog_75566	NA
phrog_75567	NA
phrog_75568	NA
phrog_75569	NA
phrog_75570	NA
phrog_75571	NA
phrog_75572	NA
phrog_75573	NA
phrog_75574	NA
phrog_75575	NA
phrog_75576	NA
phrog_75577	NA
phrog_75578	NA
phrog_75579	NA
phrog_75580	NA
phrog_75581	NA
phrog_75582	NA
phrog_75583	NA
phrog_75584	NA
phrog_75585	NA
phrog_75586	NA
phrog_75587	NA
phrog_75588	NA
phrog_75589	NA
phrog_75590	NA
phrog_75591	NA
phrog_75592	NA
phrog_75593	NA
phrog_75594	NA
phrog_75595	NA
phrog_75596	NA
phrog_75597	NA
phrog_75598	NA
phrog_75599	NA
phrog_75600	NA
phrog_75601	NA
phrog_75602	NA
phrog_75603	NA
phrog_75604	NA
phrog_75605	NA
phrog_75606	NA
phrog_75607	NA
phrog_75608	NA
phrog_75609	NA
phrog_75610	NA
phrog_75611	NA
phrog_75612	NA
phrog_75613	NA
phrog_75614	NA
phrog_75615	NA
phrog_75616	NA
phrog_75617	NA
phrog_75618	NA
phrog_75619	NA
phrog_75620	NA
phrog_75621	NA
phrog_75622	NA
phrog_75623	NA
phrog_75624	NA
phrog_75625	NA
phrog_75626	NA
phrog_75627	NA
phrog_75628	NA
phrog_75629	NA
phrog_75630	NA
phrog_75631	NA
phrog_75632	NA
phrog_75633	NA
phrog_75634	NA
phrog_75635	NA
phrog_75636	NA
phrog_75637	NA
phrog_75638	NA
phrog_75639	NA
phrog_75640	NA
phrog_75641	NA
phrog_75642	NA
phrog_75643	NA
phrog_75644	NA
phrog_75645	NA
phrog_75646	NA
phrog_75647	NA
phrog_75648	NA
phrog_75649	NA
phrog_75650	NA
phrog_75651	NA
phrog_75652	NA
phrog_75653	NA
phrog_75654	NA
phrog_75655	NA
phrog_75656	NA
phrog_75657	NA
phrog_75658	NA
phrog_75659	NA
phrog_75660	NA
phrog_75661	NA
phrog_75662	NA
phrog_75663	NA
phrog_75664	NA
phrog_75665	NA
phrog_75666	NA
phrog_75667	NA
phrog_75668	NA
phrog_75669	NA
phrog_75670	NA
phrog_75671	NA
phrog_75672	NA
phrog_75673	NA
phrog_75674	NA
phrog_75675	NA
phrog_75676	NA
phrog_75677	NA
phrog_75678	NA
phrog_75679	NA
phrog_75680	NA
phrog_75681	NA
phrog_75682	NA
phrog_75683	NA
phrog_75684	NA
phrog_75685	NA
phrog_75686	NA
phrog_75687	NA
phrog_75688	NA
phrog_75689	NA
phrog_75690	NA
phrog_75691	NA
phrog_75692	NA
phrog_75693	NA
phrog_75694	NA
phrog_75695	NA
phrog_75696	NA
phrog_75697	NA
phrog_75698	NA
phrog_75699	NA
phrog_75700	NA
phrog_75701	NA
phrog_75702	NA
phrog_75703	NA
phrog_75704	NA
phrog_75705	NA
phrog_75706	NA
phrog_75707	NA
phrog_75708	NA
phrog_75709	NA
phrog_75710	NA
phrog_75711	NA
